gene_name,n_or_p,experiment_id,nutrient,organism_name,match_type,locus_tag,status,log2fc,padj,timepoint
ureB,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1054,no_data_at_timepoint,,,
ureC,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1055,no_data_at_timepoint,,,
ureD,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1052,no_data_at_timepoint,,,
ureE,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1051,no_data_at_timepoint,,,
ureF,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1050,no_data_at_timepoint,,,
ureG,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1049,no_data_at_timepoint,,,
ntcA,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1612,no_data_at_timepoint,,,
pipX,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1728,no_data_at_timepoint,,,
glnA,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_0141,significant_down,-2.6302813326842287,,
glsF,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1078,no_data_at_timepoint,,,
urtA,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1048,no_data_at_timepoint,,,
urtC,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1046,no_data_at_timepoint,,,
urtD,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1045,no_data_at_timepoint,,,
urtE,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1044,no_data_at_timepoint,,,
phoA,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0439,no_data_at_timepoint,,,
PMM707,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0438,no_data_at_timepoint,,,
acr3/arsB,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0447,no_data_at_timepoint,,,
arsR,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0446,no_data_at_timepoint,,,
chrA,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0443,no_data_at_timepoint,,,
gap3,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0445,no_data_at_timepoint,,,
mfs,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0444,no_data_at_timepoint,,,
phoB,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0436,no_data_at_timepoint,,,
phoE,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0440,no_data_at_timepoint,,,
phoR,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0437,no_data_at_timepoint,,,
ptrA,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0435,no_data_at_timepoint,,,
unkP1,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_1997,no_data_at_timepoint,,,
phnD,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0105,no_data_at_timepoint,,,
ppA,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_1827,significant_down,-1.9425276624624184,,
ppK,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_1304,no_data_at_timepoint,,,
ppX,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_1789,no_data_at_timepoint,,,
pstA,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0310,no_data_at_timepoint,,,
pstB,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0309,no_data_at_timepoint,,,
pstC,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0311,no_data_at_timepoint,,,
pstS,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0441,significant_down,-1.5504986364099569,,
sqdB,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_1264,no_data_at_timepoint,,,
phnC,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0104,no_data_at_timepoint,,,
phnE,P,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,matched,PMN2A_0103,no_data_at_timepoint,,,
natF,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_0614,no_data_at_timepoint,,,
natG,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_0613,no_data_at_timepoint,,,
natH,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_0612,no_data_at_timepoint,,,
focA,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1299,no_data_at_timepoint,,,
nirA,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1298,no_data_at_timepoint,,,
nirX,N,10.1186/2046-9063-8-7_pi_limitation_natl2a_itraq,phosphorus,Prochlorococcus NATL2A,cross,PMN2A_1300,no_data_at_timepoint,,,
nadB2,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,,no_locus_in_strain,,,48h
natF,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,,no_locus_in_strain,,,48h
natG,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,,no_locus_in_strain,,,48h
natH,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,,no_locus_in_strain,,,48h
focA,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,,no_locus_in_strain,,,48h
nirA,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,,no_locus_in_strain,,,48h
nirX,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,,no_locus_in_strain,,,48h
gdhA,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,,no_locus_in_strain,,,48h
amtB/amt1,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,PMM0263,not_significant,,,48h
cynA,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,PMM0370,not_significant,,,48h
cynB,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,PMM0371,not_significant,,,48h
cynD,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,PMM0372,not_significant,,,48h
cynS,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,PMM0373,not_significant,,,48h
nadB,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,PMM0100,not_significant,,,48h
thiO,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,PMM0047,not_significant,,,48h
ureA,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,PMM0965,not_significant,,,48h
ureB,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,PMM0964,not_significant,,,48h
ureC,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,PMM0963,not_significant,,,48h
ureD,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,PMM0966,not_significant,,,48h
ureE,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,PMM0967,not_significant,,,48h
ureF,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,PMM0968,not_significant,,,48h
ureG,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,PMM0969,not_significant,,,48h
ntcA,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,PMM0246,not_significant,,,48h
pipX,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,PMM0393,not_significant,,,48h
glnA,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,PMM0920,not_significant,,,48h
glsF,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,PMM1512,not_significant,,,48h
urtA,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,PMM0970,significant_down,-1.883,0.0256,48h
urtC,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,PMM0972,not_significant,,,48h
urtD,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,PMM0973,not_significant,,,48h
urtE,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,cross,PMM0974,not_significant,,,48h
phoA,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0708,significant_up,162.295,0.0,48h
PMM707,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0707,significant_up,29.907,0.0,48h
PMM721,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0721,significant_up,4.356,0.0367,48h
acr3/arsB,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0716,not_significant,,,48h
arsR,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0714,not_significant,,,48h
chrA,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0711,not_significant,,,48h
gap3,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0713,significant_up,5.273,0.0001,48h
mfs,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0712,significant_up,3.361,0.0022,48h
phoB,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0705,significant_up,5.298,0.0,48h
phoE,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0709,significant_up,117.337,0.0,48h
phoR,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0706,significant_up,2.522,0.0084,48h
ptrA,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0718,significant_up,8.517,0.022,48h
unkP1,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM1878,not_significant,,,48h
unkP2,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0715,significant_up,2.871,0.0119,48h
unkP3,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0717,not_significant,,,48h
unkP4,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM1880,not_significant,,,48h
unkP5,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0720,significant_up,13.245,0.0,48h
PMM719,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0719,significant_up,12.183,0.0,48h
PMM722,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0722,not_significant,,,48h
phnD,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0673,not_significant,,,48h
ppA,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0494,not_significant,,,48h
ppK,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM1696,not_significant,,,48h
ppX,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0457,not_significant,,,48h
pstA,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0724,significant_up,8.034,0.0,48h
pstB,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0725,not_significant,,,48h
pstC,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0723,significant_up,9.222,0.0,48h
pstS,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0710,significant_up,4.67,0.0,48h
sqdB,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM1665,not_significant,,,48h
phnC,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0672,not_significant,,,48h
phnE,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM0671,not_significant,,,48h
PsiP1,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_med4_microarray,phosphorus,Prochlorococcus MED4,matched,PMM1416,significant_up,44.524,0.0,48h
cynA,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,,no_locus_in_strain,,,24h
cynB,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,,no_locus_in_strain,,,24h
cynD,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,,no_locus_in_strain,,,24h
cynS,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,,no_locus_in_strain,,,24h
phoA,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,,no_locus_in_strain,,,24h
PMM707,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,,no_locus_in_strain,,,24h
PMM721,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,,no_locus_in_strain,,,24h
acr3/arsB,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,,no_locus_in_strain,,,24h
chrA,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,,no_locus_in_strain,,,24h
ptrA,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,,no_locus_in_strain,,,24h
unkP1,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,,no_locus_in_strain,,,24h
unkP2,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,,no_locus_in_strain,,,24h
unkP3,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,,no_locus_in_strain,,,24h
unkP4,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,,no_locus_in_strain,,,24h
unkP5,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,,no_locus_in_strain,,,24h
PMM719,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,,no_locus_in_strain,,,24h
PMM722,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,,no_locus_in_strain,,,24h
PsiP1,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,,no_locus_in_strain,,,24h
nadB2,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,,no_locus_in_strain,,,24h
amtB/amt1,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,PMT1853,not_significant,,,24h
nadB,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,PMT0177,not_significant,,,24h
thiO,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,PMT2140,not_significant,,,24h
ureA,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,PMT2234,not_significant,,,24h
ureB,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,PMT2235,not_significant,,,24h
ureC,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,PMT2236,not_significant,,,24h
ureD,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,PMT2233,not_significant,,,24h
ureE,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,PMT2232,not_significant,,,24h
ureF,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,PMT2231,not_significant,,,24h
ureG,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,PMT2230,not_significant,,,24h
ntcA,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,PMT1831,not_significant,,,24h
pipX,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,PMT0205,not_significant,,,24h
glnA,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,PMT0601,not_significant,,,24h
glsF,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,PMT1777,not_significant,,,24h
urtA,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,PMT2229,not_significant,,,24h
urtC,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,PMT2227,not_significant,,,24h
urtD,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,PMT2226,not_significant,,,24h
urtE,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,PMT2225,not_significant,,,24h
arsR,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,PMT1001,not_significant,,,24h
gap3,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,PMT1000,significant_up,4.21,0.0,24h
mfs,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,PMT0999,significant_up,1.808,0.0,24h
phoB,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,PMT0994,significant_up,7.385,0.0,24h
phoE,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,PMT0998,significant_up,33.238,0.0,24h
phoR,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,PMT_0997,not_significant,,,24h
phnD,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,PMT0780,not_significant,,,24h
ppA,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,PMT1275,not_significant,,,24h
ppK,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,PMT2245,not_significant,,,24h
ppX,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,PMT1327,not_significant,,,24h
pstA,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,PMT0701,significant_up,1.285,0.0014,24h
pstB,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,PMT0700,significant_up,1.211,0.023,24h
pstC,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,PMT0702,significant_up,1.656,0.0,24h
pstS,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,PMT0993,significant_up,9.279,0.0,24h
sqdB,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,PMT0050,not_significant,,,24h
phnC,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,PMT0781,not_significant,,,24h
phnE,P,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,matched,PMT0782,not_significant,,,24h
natF,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,PMT0897,not_significant,,,24h
natG,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,PMT0896,not_significant,,,24h
natH,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,PMT0894,not_significant,,,24h
focA,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,PMT2240,not_significant,,,24h
nirA,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,PMT2239,not_significant,,,24h
nirX,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,PMT2241,not_significant,,,24h
gdhA,N,10.1073/pnas.0601301103_phosphorus_phosphate_starvation_mit9313_microarray,phosphorus,Prochlorococcus MIT9313,cross,PMT0623,not_significant,,,24h
