group,organism_name,locus_tag,experiment_id,omics_type,timepoint,log2fc,padj,expression_status
H1_N,Prochlorococcus MED4,PMM0974,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,0.662247233,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0966,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,0.648622512817386,0.0368564426926358,not_significant
H1_N,Prochlorococcus MED4,PMM0263,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,0.647590637207035,0.015620114970028,not_significant
H1_N,Prochlorococcus MED4,PMM0973,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,0.642414235,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0263,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,0.640798321,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0963,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,0.63756763,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0963,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,0.63168239593506,0.0274045512638865,not_significant
H1_N,Prochlorococcus MED4,PMM0373,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,0.629897435506186,0.180289681060176,not_significant
H1_N,Prochlorococcus MED4,PMM0969,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,0.628258636,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0966,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,0.619389551,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0100,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,-0.608890851338705,0.0141612763486772,not_significant
H1_N,Prochlorococcus MED4,PMM0100,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,-0.608492634,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0964,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,0.608392413,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0966,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,0.594690004984539,0.0556443644666928,not_significant
H1_N,Prochlorococcus MED4,PMM0968,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,0.582891296,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0246,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,3h,0.57,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0370,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,0.56135654449463,0.007184434611543,not_significant
H1_N,Prochlorococcus MED4,PMM0969,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,-0.545153027,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0966,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,0.5363911542401613,0.1701340905607276,not_significant
H1_N,Prochlorococcus MED4,PMM0373,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,-0.525219279,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0968,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,-0.5204688529722536,0.1190139421048952,not_significant
H1_N,Prochlorococcus MED4,PMM0966,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,-0.520424581,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0371,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,12h,0.52,0.69,not_significant
H1_N,Prochlorococcus MED4,PMM0100,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,-0.509865125020345,0.0123892018321413,not_significant
H1_N,Prochlorococcus MED4,PMM0920,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,0.509219432,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0974,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,0.488677358,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0974,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,0.476789054,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0972,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,0.473844962,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0973,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,-0.463805564,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0972,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,0.462238629659016,0.354075856391703,not_significant
H1_N,Prochlorococcus MED4,PMM0100,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,-0.46122048,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0974,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,24h,-0.46,0.94,not_significant
H1_N,Prochlorococcus MED4,PMM0964,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,0.452231913,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0974,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,0.451292355855306,0.182253959680862,not_significant
H1_N,Prochlorococcus MED4,PMM0973,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,0.441723649,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0963,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,0.418075292,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0974,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,0.417037645975749,0.129428134172199,not_significant
H1_N,Prochlorococcus MED4,PMM0100,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,-0.416978129,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0964,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,0.400882403055827,0.198174455154745,not_significant
H1_N,Prochlorococcus MED4,PMM1512,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,-0.395454406738279,0.0877944221492835,not_significant
H1_N,Prochlorococcus MED4,PMM0393,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,-0.385845717,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0373,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,24h,-0.37,0.64,not_significant
H1_N,Prochlorococcus MED4,PMM0393,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,-0.368265109,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0100,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,-0.365399561,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0967,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,0.358014784,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0047,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,-0.356053039,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0973,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,0.345724139,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0967,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,0.3434571839756931,0.4134216575839733,not_significant
H1_N,Prochlorococcus MED4,PMM0966,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,0.335178057352702,0.379002366032333,not_significant
H1_N,Prochlorococcus MED4,PMM0972,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,-0.328046202,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0973,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,0.309952735900879,0.315456450855441,not_significant
H1_N,Prochlorococcus MED4,PMM0047,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,0.308205233,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0972,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,0.30287296,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0964,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,-0.301792943,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0969,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,0.301262855529785,0.601990374792778,not_significant
H1_N,Prochlorococcus MED4,PMM0100,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,-0.292717005,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0973,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,0.291469891866048,0.460565022183742,not_significant
H1_N,Prochlorococcus MED4,PMM0965,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,0.27295992,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0263,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,0.270531654357914,0.395195546159753,not_significant
H1_N,Prochlorococcus MED4,PMM0047,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,0.268486485,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0966,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,0.263157756,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0973,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,0.253360475,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0100,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,-0.251967876,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0969,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,0.243208235,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0047,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,0.23369820912679,0.373619915533163,not_significant
H1_N,Prochlorococcus MED4,PMM0047,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,0.231342633565267,0.494856391360731,not_significant
H1_N,Prochlorococcus MED4,PMM0263,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,0.224138189,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0970,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,3h,0.22,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0966,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,-0.210981958,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0972,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,-0.21081773,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM1512,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,0.209834098815917,0.487368119242069,not_significant
H1_N,Prochlorococcus MED4,PMM0047,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,0.205727259318034,0.421731879672594,not_significant
H1_N,Prochlorococcus MED4,PMM1512,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,-0.180290545,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0047,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,0.180026145,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0370,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,0.179190317789714,0.325896237804782,not_significant
H1_N,Prochlorococcus MED4,PMM0372,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,-0.178495928,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0967,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,0.165201505025227,0.793443999717033,not_significant
H1_N,Prochlorococcus MED4,PMM0372,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,-0.149610837300618,0.615644105598699,not_significant
H1_N,Prochlorococcus MED4,PMM0370,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,0.135752234,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0963,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,0.130043529,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0972,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,-0.126638336,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM1512,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,3h,-0.12,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0964,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,0.106873194376628,0.736252468770597,not_significant
H1_N,Prochlorococcus MED4,PMM0968,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,0.100912187,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0969,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,-0.098280398,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0968,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,0.096262343,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0393,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,0.091705119,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0974,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,12h,0.09,0.94,not_significant
H1_N,Prochlorococcus MED4,PMM0973,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,0.0879319508870443,0.778679419626507,not_significant
H1_N,Prochlorococcus MED4,PMM0393,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,-0.0847600301106806,0.794369507404046,not_significant
H1_N,Prochlorococcus MED4,PMM0393,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,-0.0812196731567369,0.804121681404032,not_significant
H1_N,Prochlorococcus MED4,PMM0371,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,3h,0.08,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0963,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,3h,-0.08,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0393,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,0.0746086564458916,0.8857731999738403,not_significant
H1_N,Prochlorococcus MED4,PMM0372,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,0.070220922,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0963,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,0.069580424,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0047,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,0.065163446,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0263,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,0.055426249,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0972,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,-0.053365781,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0974,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,0.0483818,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0967,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,-0.047945795,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0047,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,0.047666922,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0967,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,-0.043974497,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0371,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,0.040455321,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0963,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,0.036989762,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM1512,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,0.03409544626872,0.887527485806396,not_significant
H1_N,Prochlorococcus MED4,PMM0968,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,-0.033327546,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0974,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,0.0204480489095054,0.939217328026893,not_significant
H1_N,Prochlorococcus MED4,PMM0973,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,0.018974269,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0963,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,-0.018844327,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM1512,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,-0.008419423,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0967,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,-6.04e-05,1.0,not_significant
H1_N,Prochlorococcus MIT9313,PMT2239,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,4.98005526021024,0.01,significant_up
H1_N,Prochlorococcus MIT9313,PMT2239,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,4.81638652566692,0.01,significant_up
H1_N,Prochlorococcus MIT9313,PMT2239,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,6h,4.33411106271989,0.01,significant_up
H1_N,Prochlorococcus MIT9313,PMT2240,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,4.27783732753636,0.01,significant_up
H1_N,Prochlorococcus MIT9313,PMT2240,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,4.09551557219261,0.01,significant_up
H1_N,Prochlorococcus MIT9313,PMT2229,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,4.04676729054706,0.01,significant_up
H1_N,Prochlorococcus MIT9313,PMT2240,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,6h,3.57381611829108,0.01,significant_up
H1_N,Prochlorococcus MIT9313,PMT1831,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,3.5581014323859,0.01,significant_up
H1_N,Prochlorococcus MIT9313,PMT1831,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,3.5427379612893,0.01,significant_up
H1_N,Prochlorococcus MIT9313,PMT2239,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,3.3170065802119,0.01,significant_up
H1_N,Prochlorococcus MIT9313,PMT2229,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,3.25856219514964,0.01,significant_up
H1_N,Prochlorococcus MIT9313,PMT2229,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,6h,3.24240573943465,0.01,significant_up
H1_N,Prochlorococcus MIT9313,PMT2240,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,3.13402076755226,0.01,significant_up
H1_N,Prochlorococcus MIT9313,PMT1831,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,6h,3.03245309533301,0.01,significant_up
